id,str_quote,bln_inactive,,
925,"One of my clients, a nine-year-old girl, was understandably afraid of and has a lot of anger towards her abusive father.  One of her concerns was visits with her father.  She refused to visit, even when monitored, because she was afraid her father would get angry and she felt her father wouldnít listen to her.  She did agree to participate in family counseling with her father, aside from her own counseling, in hopes of healing and reconciliation.  During one of her individual sessions she participated in the Cheering Frog Flags workshop.  She happily made her flags, all of which were beautifully decorated; except for one flag that was left completely blank.  She described every flag, explaining who it represented and the positive things the person says to her. When I asked her why that she left one flag blank she was quiet for a moment and then replied, ë I made it for my dad because someday he will say something nice to me.í  After uttering this, her eyes welled with tears and I comforted her.  Then she looked at me and asked, ëcan you do me a favor and keep this until my dad says something nice I can put on the flag.í  Even though she was not able to complete a flag about her father the art gave her an opportunity to not only reflect on all of the ways other people have supported or cheered her on but gave her hope that her father might be one of those in the future.",0,,
926,"The workshop ""My Road"" was rewarding because the workshop allowed the participants to find a peaceful place where they would like to be in the future.  It's like a map and not everyone has the same road.  The teen shared that she she did not want to go towards the road her mother had, she plans to ignore negative paths.  Teen shared ""I have confidence in myself and plan to live a safe and happy life.""",0,,
927,"One client stated, ëI am not the person I used to be.  I feel the shelter and the art projects have made me stronger & more determined to succeed.í  She even got a divorce!  The workshops really brought her to reality.  The client didnít even want a restraining order when she first came in, and these workshops empowered her to get one!",0,,
928,I want to provide a home free of abuse for my children.,0,,
929,The women felt they did not have to be in an active relationship to give themselves love and appreciation.,0,,
930,"When doing this collage, the women enjoyed being able to relax and express some of their regrets of the past and hopes for the future . Many of them took their time in discovering who they were throughout the workshop.",0,,
931,I love this workshop. I have learned how to truly express myself in a way I never thought possible.,0,,
932,I'd like to turn over a new leaf and be more happy. I would like to be free. I am starting a new life; ëthe tough gets going.í,0,,
933,I felt a release of pain.  I felt like living again.  My art helped me heal.  I felt like a flower blooming and coming back to life.,0,,
934,"It was healing for me on the inside, and I cried and tears on the outside.",0,,
935,"Clients contributed to our art exhibit and community ""Walk for Children"" in honor of Domestic Violence Awareness Month. Clients designed a ""Stained Glass Window"" project- they drew windows and then colored in different pieces to resemble glass. The windows became a metaphor for their lives: ""Things were dark, and I lived in the shadows.  When I was able to leave him, light began to shine on me and show all my beautiful colors."" One group also wrote a poem about the windows and what they meant. After the walk, we held an art exhibit in the Inupiat Heritage Center with art work from our clients.",0,,
936,After group I felt so much better. I love doing artwork and am able to express myself through it.,0,,
937,The children felt safe and comfortable expressing what their dreams for the future were and realizing that if they believe in themselves they can do anything.,0,,
938,"This exhibit and video are very, very moving.  It touched my heart.  I hope lots of people of all ages get to see this.",0,,
939,Gracias por tener estos programas porque haci uno tiene mas libertad para decir y sonar lo que uno tiene en la vida. Gracias por todo. Lo que quiero es triunfar con mi familia y para mi misma.,,,
\,,,,
,,,,
\,,,,
"Thank you for having these programs because with this, one has the freedom to say and dream what one has in ones life.  Thank you for everything.  What I want is to succeed with my family and for myself.",0,,,
940,"I felt empowered and inspired to begin a new year full of hope, and I found the power to keep going.",0,,
941,"It was wonderful to empower the children and to give hope to others around them through the wording of the quotes, seeing them do one after another, taking a trip to the convalescent center, and handing out the final hands of hope to people.",0,,
942,"Our participants had so much fun with this workshop.  We began discussing old baggage and everyone was serious, however, soon after, the mood became very light. They began joking about their ""dream"" new baggage, and it was so much fun to watch them laugh and give each other tips on their bags.  Each created a unique and beautiful bag.",0,,
943,"This particular workshop has an amazing impact on the participants.  The objective was for women to express their idea of being a ëgood mother.í  All of the participants used the opportunity to reflect on themselves as a parent. At the end of the workshop, each piece of the ëGood Motherí was read out loud and time was allowed for positive feedback. Most mothers in the workshop expressed that they felt better knowing that they have helped their children to stop the cycle of violence by coming to the shelter.",0,,
944,One participant chose to have her silhouette in white and the background in black because she is now in the light and no longer in the darkness of abuse.,0,,
945,"This workshop will help my clients to celebrate their good parts, which is really hard for them.  This will be good.",0,,
946,The hand-washing and moisturizing was a wonderful way to start the activity and relax the participants. ,,,
